age,country,education,work_experience,language_score,financial_status,previous_visas,travel_history,visa_type,purpose,marital_status,dependents,application_complete,job_offer,sponsor,processing_time_days,visa_status
43,Tanzania,Master,4,7.2,119998,3,13,Student,Education,Single,0,1,0,0,36,Approved
57,Saudi Arabia,Bachelor,4,6.2,27300,4,16,Work,Employment,Single,0,1,0,0,38,Approved
38,Jordan,Master,10,7.5,50512,4,14,Student,Education,Single,0,1,0,1,32,Approved
58,Hungary,Bachelor,0,7.3,77330,2,5,Work,Employment,Married,2,0,1,1,44,Approved
51,Jordan,Master,9,8.0,48008,1,5,Tourist,Tourism,Single,0,1,0,1,46,Approved
29,South Africa,Bachelor,6,6.2,69186,4,16,Business,Business,Single,0,0,1,0,54,Rejected
26,Ecuador,Bachelor,2,6.4,43951,2,7,Business,Business,Single,0,1,0,1,43,Approved
27,Sweden,Master,2,8.3,69393,0,1,Work,Employment,Single,0,0,0,0,27,Approved
20,Portugal,Master,2,7.1,93312,0,7,Tourist,Tourism,Married,3,0,0,0,44,Approved
29,Romania,Master,2,6.7,43203,1,1,Tourist,Tourism,Single,0,1,0,0,26,Rejected
60,Brazil,Master,3,7.4,62932,1,1,Work,Employment,Single,0,1,1,1,36,Approved
28,Pakistan,Bachelor,1,7.3,50093,3,11,Work,Employment,Single,0,1,1,1,83,Rejected
58,Pakistan,Bachelor,4,6.2,28093,1,5,Business,Business,Married,1,1,0,0,48,Approved
36,Sweden,Bachelor,4,7.1,44198,0,0,Tourist,Tourism,Married,2,1,0,0,37,Approved
35,Kenya,Bachelor,12,7.2,56930,2,4,Work,Employment,Single,0,1,1,1,70,Rejected
26,Pakistan,PhD,5,8.3,176286,3,3,Student,Education,Single,0,1,0,0,46,Approved
24,Vietnam,Bachelor,0,7.0,36142,0,2,Business,Business,Married,0,1,1,0,47,Rejected
66,Myanmar,Master,7,6.7,112817,4,13,Work,Employment,Single,0,1,0,1,53,Approved
26,Brazil,High School,0,6.3,22804,0,5,Business,Business,Single,0,1,0,1,82,Rejected
29,Ecuador,Master,2,7.4,62025,3,5,Student,Education,Single,0,1,0,1,28,Approved
50,Hong Kong,High School,0,6.2,28252,4,16,Tourist,Tourism,Married,1,1,0,0,33,Approved
25,UAE,Bachelor,2,7.2,40837,3,11,Business,Business,Single,0,1,0,1,51,Approved
30,Morocco,Bachelor,4,7.0,58074,0,3,Business,Business,Married,0,1,1,0,81,Rejected
42,Bulgaria,Bachelor,2,7.8,39273,4,15,Work,Employment,Widowed,2,1,1,0,54,Approved
67,Tanzania,Bachelor,9,7.8,70749,3,6,Tourist,Tourism,Single,0,1,0,0,60,Approved
39,Sweden,PhD,10,7.3,153754,1,1,Family,Family Reunion,Married,1,1,0,1,49,Rejected
66,Nigeria,Bachelor,2,6.9,28704,2,8,Work,Employment,Married,3,1,1,0,41,Approved
25,Finland,Bachelor,2,7.6,42736,0,2,Work,Employment,Married,0,1,1,1,32,Approved
69,Chile,Master,15,7.7,74699,2,8,Student,Education,Single,0,1,0,0,46,Approved
40,Indonesia,Bachelor,0,7.4,68935,3,6,Work,Employment,Married,0,1,1,1,47,Approved
24,Hungary,Master,2,6.8,56044,3,9,Tourist,Tourism,Married,1,1,0,0,60,Approved
36,Lebanon,Master,8,7.3,111370,2,6,Work,Employment,Single,0,1,1,1,57,Approved
67,Kenya,Master,6,6.7,77133,0,3,Business,Business,Married,2,1,1,1,50,Approved
56,Ethiopia,Bachelor,14,6.8,71436,3,5,Work,Employment,Married,2,1,1,0,42,Approved
58,Turkey,Bachelor,12,6.6,63840,2,9,Family,Family Reunion,Single,0,1,0,1,26,Approved
41,Pakistan,Bachelor,6,6.6,56612,0,4,Student,Education,Single,0,1,0,1,52,Rejected
63,Jordan,Bachelor,10,7.4,60356,0,6,Work,Employment,Single,0,1,1,0,53,Approved
39,Croatia,Master,7,7.4,86431,4,10,Student,Education,Married,3,1,0,0,28,Approved
21,Saudi Arabia,High School,1,6.4,23868,3,8,Work,Employment,Single,0,1,1,1,35,Approved
26,Indonesia,Master,2,8.0,107897,3,4,Student,Education,Married,1,1,0,1,27,Approved
65,Argentina,Master,6,6.5,116751,0,1,Tourist,Tourism,Married,3,1,0,1,25,Approved
49,Bulgaria,Bachelor,1,6.7,63294,2,4,Student,Education,Married,0,1,0,1,41,Rejected
23,Tanzania,Bachelor,0,6.7,74703,2,9,Work,Employment,Married,1,0,1,0,22,Approved
24,Thailand,Master,2,7.4,111431,1,4,Business,Business,Married,3,1,0,1,57,Approved
24,China,High School,2,6.5,26710,0,1,Work,Employment,Single,0,1,1,1,58,Rejected
61,Israel,PhD,11,7.8,86998,3,11,Work,Employment,Single,0,1,1,0,34,Rejected
47,Nigeria,Bachelor,7,6.9,55334,3,10,Student,Education,Single,0,1,0,0,31,Approved
65,Kenya,Master,7,8.2,52009,0,4,Work,Employment,Widowed,2,1,1,0,27,Rejected
34,Austria,Bachelor,8,6.7,53199,1,3,Student,Education,Single,0,1,0,1,57,Approved
58,Russia,Bachelor,5,6.3,71020,3,13,Tourist,Tourism,Married,3,1,0,0,33,Rejected
36,Bangladesh,Bachelor,10,6.4,65950,0,0,Family,Family Reunion,Single,0,1,0,1,31,Approved
42,India,Master,9,7.0,76662,2,5,Tourist,Tourism,Divorced,0,1,0,1,19,Approved
49,Bangladesh,Bachelor,8,6.5,58463,1,5,Student,Education,Single,0,0,0,0,51,Rejected
24,Bangladesh,Bachelor,0,7.6,66892,4,7,Work,Employment,Widowed,2,1,1,0,51,Approved
51,Ghana,Master,10,6.6,100067,4,14,Student,Education,Single,0,0,0,0,57,Approved
41,Sweden,High School,3,6.3,13325,0,7,Tourist,Tourism,Divorced,1,0,0,1,75,Rejected
47,Japan,Master,8,8.0,79964,4,13,Work,Employment,Married,3,1,0,1,29,Approved
44,Kuwait,Master,13,8.4,88338,1,5,Student,Education,Married,1,1,0,0,51,Approved
59,Ukraine,Master,10,8.5,115181,1,3,Work,Employment,Married,0,0,1,0,25,Approved
68,Belgium,Master,12,7.9,103519,0,0,Business,Business,Single,0,1,1,1,17,Approved
47,Germany,Bachelor,11,6.6,73986,0,2,Work,Employment,Married,3,1,1,0,40,Approved
45,Brazil,Bachelor,10,8.0,38013,3,7,Student,Education,Single,0,1,0,1,60,Rejected
51,Austria,Bachelor,14,6.1,74279,1,7,Student,Education,Married,1,1,0,1,26,Approved
63,Greece,Master,9,7.8,54329,0,1,Tourist,Tourism,Divorced,0,1,0,0,22,Approved
26,Japan,PhD,5,7.2,88272,2,7,Student,Education,Single,0,1,0,0,85,Rejected
23,Nigeria,Bachelor,0,7.7,70576,0,1,Work,Employment,Married,0,1,1,1,68,Rejected
36,Malaysia,Bachelor,4,7.4,51738,4,9,Work,Employment,Married,3,1,0,1,43,Approved
42,Myanmar,Bachelor,5,7.5,21629,2,9,Student,Education,Married,1,1,0,1,84,Rejected
31,Sri Lanka,Master,6,8.4,58008,3,13,Tourist,Tourism,Divorced,1,1,0,0,52,Approved
35,Tanzania,Master,5,6.8,64014,1,4,Family,Family Reunion,Single,0,1,0,1,24,Approved
19,Morocco,Bachelor,0,6.2,23070,4,13,Student,Education,Single,0,0,0,1,65,Rejected
36,Germany,Bachelor,1,7.7,61055,0,7,Business,Business,Widowed,0,1,0,1,79,Rejected
21,Lebanon,Master,2,8.0,75369,2,8,Student,Education,Single,0,1,0,1,30,Approved
30,Sweden,Bachelor,0,7.5,63206,1,3,Work,Employment,Married,1,1,1,1,59,Approved
43,Netherlands,Master,10,7.1,59032,4,14,Tourist,Tourism,Single,0,1,0,0,56,Approved
40,Greece,High School,2,6.5,25105,4,5,Student,Education,Single,0,1,0,1,46,Approved
41,Indonesia,Master,4,6.8,88852,3,3,Tourist,Tourism,Divorced,1,1,0,1,41,Approved
38,UAE,Bachelor,3,6.1,51201,3,8,Work,Employment,Married,2,1,1,1,50,Rejected
28,Tanzania,Master,2,7.7,54437,0,0,Work,Employment,Single,0,1,0,1,46,Rejected
50,Czech Republic,Bachelor,0,7.5,75941,0,7,Work,Employment,Single,0,1,1,0,21,Approved
33,Mexico,Master,6,7.7,69605,1,7,Work,Employment,Married,1,1,1,0,38,Rejected
30,Singapore,Master,2,7.7,57745,1,2,Work,Employment,Single,0,1,1,1,57,Approved
30,Nigeria,Master,4,7.6,40300,1,5,Work,Employment,Divorced,2,1,1,1,19,Approved
61,Bulgaria,PhD,27,9.2,121159,0,0,Work,Employment,Married,0,1,1,0,40,Approved
18,Kuwait,Bachelor,0,7.9,51713,3,13,Work,Employment,Single,0,1,1,0,65,Rejected
27,Italy,Bachelor,0,7.5,39287,1,7,Business,Business,Single,0,1,1,0,43,Approved
69,Algeria,High School,3,5.3,15208,4,11,Student,Education,Single,0,1,0,1,46,Rejected
21,Romania,Bachelor,0,7.9,40510,3,10,Work,Employment,Married,1,0,1,1,60,Rejected
61,Saudi Arabia,Bachelor,2,7.5,77841,2,6,Tourist,Tourism,Single,0,1,0,1,84,Rejected
21,Vietnam,Master,2,8.0,72167,0,1,Work,Employment,Married,1,1,1,0,30,Approved
56,Poland,Master,4,6.6,44667,3,7,Work,Employment,Divorced,1,1,1,1,45,Approved
32,Serbia,Bachelor,8,6.6,28737,4,14,Work,Employment,Divorced,0,1,1,0,33,Approved
31,Thailand,Master,3,7.1,110524,1,5,Student,Education,Married,0,1,0,1,29,Approved
33,Czech Republic,High School,4,5.1,26262,2,5,Business,Business,Married,0,0,0,1,51,Rejected
64,Jordan,Master,19,6.5,119058,0,2,Student,Education,Single,0,1,0,1,43,Rejected
26,Japan,High School,4,5.8,20666,0,7,Business,Business,Married,2,1,1,1,38,Rejected
19,South Africa,Bachelor,0,7.0,38496,3,12,Work,Employment,Married,3,1,1,0,76,Rejected
41,Turkey,Master,8,8.4,44187,3,5,Work,Employment,Married,0,1,0,1,55,Approved
31,France,Bachelor,0,7.2,73031,3,6,Family,Family Reunion,Single,0,0,0,1,64,Rejected
58,Lebanon,Master,19,7.0,51225,4,11,Tourist,Tourism,Married,3,1,0,1,18,Approved
47,Iran,Bachelor,5,6.2,20236,3,10,Work,Employment,Married,2,1,1,0,73,Rejected
28,India,Master,3,7.8,104560,4,7,Student,Education,Divorced,2,1,0,1,90,Rejected
56,Iran,Bachelor,2,6.7,34976,2,8,Student,Education,Single,0,1,0,0,60,Rejected
33,Egypt,Bachelor,0,6.2,77793,0,5,Business,Business,Married,2,1,1,0,16,Approved
59,Kenya,PhD,5,8.1,104171,0,6,Tourist,Tourism,Married,2,0,0,0,58,Rejected
33,South Korea,High School,4,5.4,6272,1,3,Business,Business,Divorced,2,1,0,0,43,Rejected
29,Malaysia,Bachelor,1,6.4,79138,1,2,Tourist,Tourism,Married,2,1,0,0,70,Rejected
48,Saudi Arabia,Bachelor,2,6.0,66068,0,5,Family,Family Reunion,Single,0,1,0,1,69,Rejected
22,Denmark,Master,2,7.1,113993,0,6,Work,Employment,Married,3,1,1,1,40,Approved
66,Sri Lanka,Master,7,7.2,46760,3,6,Business,Business,Married,3,1,1,0,34,Rejected
29,Nepal,Bachelor,1,6.6,57529,0,0,Work,Employment,Single,0,1,1,1,21,Approved
25,South Africa,Bachelor,1,6.5,73594,2,7,Work,Employment,Married,3,1,1,1,91,Rejected
52,Finland,Bachelor,2,7.3,79402,2,4,Work,Employment,Single,0,1,0,1,40,Rejected
51,Hungary,Master,6,6.6,60891,4,7,Student,Education,Married,3,1,0,1,34,Approved
64,Israel,Master,11,6.9,85615,3,13,Family,Family Reunion,Divorced,0,1,0,1,49,Approved
54,South Korea,Master,6,6.7,57886,1,3,Student,Education,Single,0,1,0,0,38,Approved
30,Sweden,PhD,5,8.8,177273,3,4,Student,Education,Divorced,2,1,0,1,48,Approved
55,Jordan,PhD,17,9.2,103087,1,4,Student,Education,Single,0,1,0,1,70,Approved
68,Algeria,Bachelor,12,7.9,29367,4,9,Student,Education,Single,0,1,0,0,24,Approved
24,Greece,PhD,5,9.0,170057,4,6,Work,Employment,Widowed,0,1,1,1,25,Approved
23,Germany,Bachelor,0,7.9,60882,1,7,Work,Employment,Widowed,2,1,1,1,45,Approved
58,Belgium,Bachelor,5,7.2,77920,1,1,Work,Employment,Married,3,0,1,1,55,Rejected
33,Thailand,Master,8,6.8,78994,2,7,Student,Education,Single,0,1,0,1,57,Approved
52,Kuwait,Bachelor,11,6.4,44364,4,9,Work,Employment,Divorced,1,1,0,1,48,Approved
18,Argentina,PhD,5,8.6,77056,0,6,Student,Education,Single,0,1,0,1,55,Approved
42,Vietnam,High School,0,6.1,18773,1,2,Work,Employment,Single,0,1,1,1,39,Rejected
53,Bulgaria,Master,10,8.3,106807,1,1,Tourist,Tourism,Married,2,0,0,0,23,Approved
68,Indonesia,Master,15,7.5,81160,1,1,Student,Education,Single,0,1,0,0,60,Approved
29,Peru,Master,2,8.0,54944,2,9,Tourist,Tourism,Divorced,2,1,0,0,25,Approved
22,Spain,PhD,5,8.8,138017,4,15,Business,Business,Married,2,1,0,1,44,Approved
59,Hong Kong,High School,3,5.8,27298,0,4,Work,Employment,Single,0,1,1,1,49,Approved
30,UK,High School,1,5.9,11401,1,3,Work,Employment,Married,1,1,1,0,76,Rejected
59,Colombia,Master,8,7.6,93269,4,6,Business,Business,Married,2,1,1,1,48,Approved
46,Rwanda,Bachelor,11,6.6,78811,3,13,Student,Education,Divorced,1,1,0,1,41,Approved
35,Philippines,High School,2,5.0,13796,2,4,Student,Education,Single,0,1,0,1,53,Rejected
33,Philippines,Bachelor,9,7.2,72693,0,0,Student,Education,Single,0,1,0,0,62,Rejected
44,Italy,PhD,5,9.4,84889,3,7,Business,Business,Divorced,0,1,0,0,65,Rejected
19,Nigeria,High School,0,5.6,7969,1,6,Work,Employment,Married,3,1,1,1,45,Rejected
50,Ghana,High School,4,7.0,25197,1,2,Work,Employment,Married,3,1,1,0,63,Approved
38,Jordan,High School,2,5.2,27775,2,7,Student,Education,Married,3,0,0,0,49,Rejected
59,Brazil,Master,6,7.3,40193,2,2,Business,Business,Married,1,1,0,0,35,Approved
67,India,Master,11,7.8,111349,3,13,Business,Business,Divorced,1,1,1,1,47,Approved
47,Colombia,Master,5,7.6,80756,4,13,Student,Education,Single,0,0,0,1,64,Approved
57,Chile,PhD,10,7.0,197159,1,1,Business,Business,Divorced,1,1,1,0,40,Approved
42,Lebanon,Bachelor,12,6.7,77190,4,7,Work,Employment,Single,0,0,1,1,71,Rejected
66,Kenya,Master,19,6.5,88116,2,2,Tourist,Tourism,Single,0,0,0,0,57,Approved
62,Russia,PhD,17,8.8,190874,2,7,Student,Education,Single,0,1,0,0,43,Approved
27,Saudi Arabia,Bachelor,1,6.0,57236,1,7,Tourist,Tourism,Single,0,1,0,0,46,Approved
43,France,Master,16,7.3,45053,2,6,Work,Employment,Married,2,1,0,1,27,Approved
27,Mexico,Bachelor,4,7.0,70989,1,3,Family,Family Reunion,Widowed,0,1,0,1,43,Approved
22,Ireland,Master,2,8.1,53574,4,5,Work,Employment,Divorced,2,1,1,1,67,Rejected
58,Nigeria,Bachelor,3,7.1,24853,2,8,Work,Employment,Single,0,1,0,1,51,Approved
43,Egypt,Bachelor,0,7.8,38862,4,8,Business,Business,Married,3,1,0,1,51,Approved
51,Serbia,Bachelor,1,6.1,50813,0,6,Student,Education,Single,0,1,0,0,61,Rejected
30,Kuwait,PhD,5,9.4,116386,0,0,Student,Education,Single,0,1,0,1,39,Approved
25,Rwanda,PhD,5,7.5,139590,0,7,Work,Employment,Single,0,1,1,0,51,Approved
68,Saudi Arabia,PhD,25,7.3,70552,2,3,Work,Employment,Single,0,1,0,1,36,Approved
43,Taiwan,Bachelor,2,7.1,51385,2,3,Work,Employment,Single,0,1,1,0,42,Approved
33,Austria,Master,8,7.5,88728,0,3,Tourist,Tourism,Single,0,1,0,1,61,Rejected
29,Peru,Bachelor,1,7.6,79623,3,5,Work,Employment,Married,3,1,1,1,34,Approved
64,Greece,Bachelor,12,7.2,30798,1,2,Tourist,Tourism,Divorced,1,0,0,0,31,Rejected
31,UK,Master,6,7.8,109155,2,5,Student,Education,Married,0,1,0,0,68,Approved
58,Sri Lanka,Bachelor,10,6.6,39274,1,1,Business,Business,Single,0,0,1,0,65,Rejected
32,Taiwan,Master,4,6.7,66164,4,11,Work,Employment,Single,0,1,1,1,34,Approved
68,Nigeria,Master,15,7.8,82905,4,15,Family,Family Reunion,Married,3,1,0,1,27,Approved
40,Colombia,High School,3,7.0,20393,3,5,Work,Employment,Divorced,1,1,0,1,94,Rejected
34,Japan,PhD,5,8.6,106675,3,3,Work,Employment,Single,0,1,1,0,27,Approved
61,India,Master,19,6.8,99318,0,1,Work,Employment,Married,1,0,1,1,21,Approved
37,Cambodia,Bachelor,6,6.3,79729,3,11,Work,Employment,Married,3,1,1,1,62,Approved
53,Czech Republic,Bachelor,11,7.8,77645,4,13,Student,Education,Single,0,1,0,0,26,Approved
33,Indonesia,Bachelor,5,7.1,63488,2,5,Work,Employment,Married,3,1,0,1,50,Approved
49,Myanmar,Master,15,6.8,66153,4,14,Work,Employment,Single,0,1,1,1,24,Approved
54,Bulgaria,High School,3,5.1,17397,4,16,Student,Education,Married,1,1,0,0,73,Rejected
41,Norway,High School,1,6.1,18792,1,5,Student,Education,Married,2,1,0,1,87,Rejected
40,Sweden,PhD,5,9.3,68344,1,6,Student,Education,Married,3,0,0,1,28,Approved
41,Mexico,Master,2,7.1,117257,3,9,Work,Employment,Widowed,1,1,1,1,45,Approved
69,Sri Lanka,Bachelor,10,7.5,62416,2,2,Student,Education,Married,1,1,0,0,31,Approved
62,Greece,Bachelor,10,6.9,20452,2,4,Work,Employment,Married,2,1,1,0,44,Rejected
66,Poland,Bachelor,3,7.5,40835,2,2,Student,Education,Divorced,0,1,0,1,81,Rejected
53,Poland,Master,9,7.2,63110,0,6,Tourist,Tourism,Single,0,1,0,0,16,Approved
19,Hungary,Master,2,6.6,40312,4,4,Student,Education,Married,0,1,0,0,44,Approved
22,Pakistan,PhD,5,8.1,198422,0,0,Work,Employment,Married,2,1,1,0,21,Approved
32,South Africa,Bachelor,2,6.4,51925,0,7,Family,Family Reunion,Single,0,1,0,0,32,Rejected
24,Ukraine,Bachelor,0,6.0,59332,4,15,Work,Employment,Married,3,1,1,1,90,Rejected
38,Cambodia,PhD,8,9.4,93815,1,1,Tourist,Tourism,Divorced,0,1,0,1,22,Approved
61,France,Bachelor,13,7.7,59271,3,12,Work,Employment,Married,2,1,1,1,16,Approved
34,Czech Republic,High School,1,6.2,29218,1,3,Work,Employment,Married,3,1,0,1,54,Rejected
29,Jordan,Master,2,7.4,98571,4,15,Tourist,Tourism,Single,0,1,0,1,53,Approved
59,Saudi Arabia,Bachelor,1,6.7,49142,2,7,Business,Business,Married,0,1,0,0,57,Approved
69,China,Master,2,7.0,76380,3,8,Work,Employment,Married,2,1,1,1,48,Approved
50,Rwanda,Bachelor,2,7.9,66182,4,6,Business,Business,Single,0,1,0,1,42,Approved
56,Jordan,Master,3,8.3,46205,2,10,Work,Employment,Married,3,1,1,0,44,Rejected
18,Israel,PhD,5,8.9,170816,4,8,Tourist,Tourism,Married,2,1,0,0,53,Rejected
45,Mexico,Bachelor,4,7.8,58754,4,4,Student,Education,Single,0,1,0,0,87,Rejected
50,Malaysia,Master,12,6.5,72050,1,4,Business,Business,Single,0,1,1,0,31,Rejected
49,New Zealand,Bachelor,13,6.8,76224,1,5,Work,Employment,Married,0,1,1,1,21,Approved
43,Peru,Master,16,7.2,56532,4,5,Tourist,Tourism,Married,0,0,0,0,33,Approved
64,Norway,High School,2,5.9,19368,4,14,Family,Family Reunion,Married,2,1,0,1,46,Approved
66,Brazil,PhD,15,9.1,90545,2,9,Student,Education,Married,3,0,0,1,56,Approved
69,Sri Lanka,PhD,29,9.3,112455,1,4,Work,Employment,Married,1,1,1,0,28,Approved
65,Czech Republic,Bachelor,6,6.4,27191,2,2,Student,Education,Single,0,1,0,1,82,Rejected
51,Denmark,Master,7,7.2,77287,0,7,Tourist,Tourism,Married,0,1,0,0,18,Approved
38,Philippines,Bachelor,6,7.2,69230,3,8,Student,Education,Single,0,1,0,0,36,Approved
53,Ghana,High School,3,5.7,18119,1,4,Work,Employment,Single,0,1,1,1,39,Approved
58,Romania,High School,4,5.3,5483,2,5,Work,Employment,Married,1,1,1,1,62,Rejected
23,Ireland,Master,2,8.3,67780,1,2,Student,Education,Married,3,1,0,0,51,Rejected
28,UK,Bachelor,4,7.9,62011,3,3,Student,Education,Single,0,1,0,0,86,Rejected
28,Ukraine,Bachelor,5,8.0,41244,4,9,Business,Business,Married,3,1,0,0,76,Rejected
66,Sri Lanka,High School,3,5.5,16232,0,1,Work,Employment,Single,0,1,1,1,31,Approved
45,Jordan,High School,3,6.6,26984,0,4,Work,Employment,Divorced,0,1,1,1,53,Approved
63,Iran,High School,4,6.6,25115,2,5,Student,Education,Married,3,1,0,0,93,Rejected
68,Taiwan,Master,3,7.9,92240,2,6,Work,Employment,Divorced,2,1,1,1,55,Rejected
59,Iran,Master,15,8.2,115560,0,5,Tourist,Tourism,Married,3,1,0,1,48,Approved
37,Morocco,Master,5,8.4,49902,0,0,Work,Employment,Single,0,1,0,1,16,Approved
43,Vietnam,Bachelor,5,6.0,73599,1,5,Student,Education,Married,1,1,0,1,47,Approved
47,Hong Kong,PhD,12,7.4,87162,0,7,Business,Business,Divorced,0,1,0,0,72,Rejected
43,Ukraine,High School,0,6.3,7213,3,11,Tourist,Tourism,Married,2,1,0,0,78,Rejected
67,Chile,Bachelor,9,7.2,39039,3,12,Student,Education,Single,0,1,0,1,71,Rejected
39,South Africa,PhD,8,8.8,106399,4,8,Work,Employment,Widowed,0,1,1,1,24,Approved
21,Jordan,Bachelor,0,6.5,74042,0,0,Student,Education,Married,1,1,0,1,26,Approved
18,Cambodia,Bachelor,0,6.6,27264,0,5,Work,Employment,Single,0,1,0,1,44,Rejected
61,Bulgaria,PhD,17,7.8,133335,2,8,Work,Employment,Divorced,0,1,1,1,34,Approved
68,New Zealand,Bachelor,3,6.6,76228,3,3,Student,Education,Single,0,0,0,1,76,Rejected
51,New Zealand,PhD,19,8.0,120434,4,8,Student,Education,Married,1,1,0,0,39,Approved
59,Denmark,Bachelor,10,7.6,30806,0,7,Family,Family Reunion,Single,0,1,0,1,72,Rejected
60,South Africa,Master,13,6.6,50517,4,9,Work,Employment,Married,1,1,1,0,36,Approved
61,New Zealand,Master,4,8.4,85908,3,12,Work,Employment,Married,2,1,1,1,68,Rejected
66,Romania,High School,4,6.5,13823,2,6,Work,Employment,Married,0,1,0,1,55,Approved
27,Vietnam,High School,4,6.4,21070,0,6,Work,Employment,Single,0,1,1,0,49,Approved
37,Tanzania,Master,4,7.3,52702,1,3,Student,Education,Single,0,1,0,1,26,Approved
52,Canada,Bachelor,13,6.4,67441,0,0,Work,Employment,Single,0,1,1,1,23,Approved
45,Nepal,Bachelor,10,7.8,77112,3,7,Student,Education,Single,0,0,0,1,22,Approved
31,Thailand,PhD,5,7.1,175449,4,16,Work,Employment,Single,0,1,1,1,73,Rejected
31,Finland,Bachelor,8,6.0,68495,3,11,Tourist,Tourism,Married,2,0,0,0,85,Rejected
60,Canada,Master,16,8.4,108091,3,9,Work,Employment,Single,0,1,0,1,38,Approved
50,Nigeria,Master,5,7.0,117773,0,6,Student,Education,Married,0,1,0,1,52,Approved
20,Denmark,Master,2,7.8,64700,2,5,Student,Education,Single,0,1,0,0,38,Approved
42,Vietnam,Bachelor,9,7.7,71516,1,6,Work,Employment,Married,0,1,1,1,20,Approved
35,Belgium,Bachelor,3,7.9,66879,2,4,Tourist,Tourism,Single,0,1,0,0,31,Approved
46,Slovakia,Master,16,7.9,53020,0,2,Work,Employment,Married,2,1,1,0,41,Rejected
48,Egypt,Bachelor,5,6.8,52859,4,4,Student,Education,Married,3,0,0,0,42,Rejected
62,Tanzania,Master,16,7.3,91653,3,11,Student,Education,Single,0,1,0,1,56,Approved
52,Germany,Master,10,8.5,111582,3,4,Work,Employment,Married,3,1,1,1,28,Approved
31,Canada,Bachelor,0,6.3,67069,3,7,Tourist,Tourism,Married,0,1,0,0,50,Approved
45,Australia,PhD,10,9.0,123615,3,13,Student,Education,Married,2,1,0,0,29,Approved
62,Romania,Bachelor,8,7.1,58110,0,0,Tourist,Tourism,Married,0,1,0,0,29,Rejected
42,UAE,PhD,8,8.4,186093,1,3,Work,Employment,Single,0,1,1,1,49,Approved
51,Israel,Bachelor,9,7.9,63614,2,7,Work,Employment,Married,3,1,1,1,28,Approved
61,Jordan,Bachelor,11,7.4,24832,2,9,Work,Employment,Single,0,0,1,0,26,Approved
20,Switzerland,Master,2,7.9,86468,1,3,Business,Business,Single,0,1,1,1,53,Approved
31,Brazil,Master,5,7.0,63965,3,13,Business,Business,Widowed,2,0,0,1,53,Rejected
57,Taiwan,Bachelor,5,7.4,68820,3,7,Business,Business,Single,0,0,0,0,28,Approved
27,Australia,High School,2,5.7,14914,3,3,Work,Employment,Married,2,1,1,0,69,Rejected
53,Bangladesh,Master,13,7.9,88141,0,3,Work,Employment,Single,0,1,1,0,45,Approved
29,Ghana,Bachelor,4,6.9,23821,1,3,Student,Education,Married,2,1,0,1,54,Approved
23,Ireland,Master,2,6.8,40364,2,2,Work,Employment,Married,1,1,1,0,24,Approved
69,Argentina,Bachelor,7,6.1,49983,3,8,Work,Employment,Single,0,0,0,1,41,Rejected
66,Saudi Arabia,PhD,15,7.7,79759,1,5,Tourist,Tourism,Married,0,1,0,1,49,Rejected
18,Nepal,Bachelor,0,7.3,62087,4,5,Business,Business,Married,3,1,1,1,36,Rejected
39,Russia,PhD,7,8.2,148035,1,7,Work,Employment,Single,0,0,1,1,61,Approved
42,Germany,High School,4,6.7,9625,3,4,Work,Employment,Single,0,1,1,1,38,Approved
52,Indonesia,Bachelor,14,6.1,54792,1,5,Family,Family Reunion,Married,1,1,0,1,40,Approved
27,Portugal,Bachelor,1,7.2,65828,1,6,Business,Business,Single,0,1,1,1,23,Approved
32,France,Bachelor,1,6.7,59699,3,12,Business,Business,Married,1,1,1,1,15,Approved
41,Iran,PhD,6,8.6,71945,4,14,Business,Business,Married,0,1,0,1,35,Approved
41,Indonesia,PhD,5,9.1,146020,3,13,Tourist,Tourism,Married,3,1,0,0,49,Approved
18,Japan,Master,2,6.7,41660,1,1,Student,Education,Single,0,0,0,1,39,Approved
40,Algeria,High School,3,6.6,24155,1,1,Tourist,Tourism,Widowed,0,0,0,1,23,Approved
28,Japan,Master,2,7.6,89518,1,1,Tourist,Tourism,Married,1,1,0,0,40,Approved
43,Canada,Bachelor,8,7.4,79362,1,1,Tourist,Tourism,Divorced,0,1,0,0,59,Approved
41,Serbia,Master,16,7.3,53879,0,7,Work,Employment,Divorced,1,1,1,1,56,Approved
43,Sri Lanka,Bachelor,13,6.5,40182,0,3,Tourist,Tourism,Single,0,1,0,0,10,Approved
33,Switzerland,Bachelor,7,7.1,66532,1,6,Business,Business,Single,0,1,0,0,32,Approved
34,Ghana,Bachelor,9,7.5,50150,0,3,Work,Employment,Divorced,2,1,1,1,41,Approved
28,Ethiopia,Bachelor,0,6.7,34391,0,4,Work,Employment,Widowed,1,0,1,0,39,Rejected
68,Israel,Bachelor,11,6.2,40158,0,4,Student,Education,Married,2,1,0,0,78,Rejected
19,Portugal,Bachelor,0,7.8,32727,4,14,Work,Employment,Divorced,1,1,1,0,30,Approved
51,Colombia,Bachelor,7,6.4,73638,1,1,Family,Family Reunion,Single,0,1,0,1,32,Approved
59,Denmark,PhD,10,8.1,184642,3,13,Business,Business,Married,1,1,1,1,27,Approved
34,Czech Republic,Master,3,8.2,62322,2,7,Business,Business,Widowed,1,1,1,1,50,Approved
43,Mexico,Master,17,7.2,65272,0,5,Work,Employment,Single,0,1,0,1,52,Approved
